PMID,Title,Journal,Year,Cited_By_Count
33628792,A Systematic Review of Lymphangioleiomyomatosis on Diagnosis and Molecular Mechanism.,Biomed Res Int,2021,4
33506024,Safety and Efficacy of Early Carotid Endarterectomy in Patients with Symptomatic Carotid Artery Sten,Biomed Res Int,2021,2
33335926,Outcomes of Renal Stone Surgery Performed Either as Predonation or Ex Vivo Bench Procedure in Renal ,Biomed Res Int,2020,9
32943025,Meta-analysis of contrast-enhanced ultrasound and contrast-enhanced harmonic endoscopic ultrasound f,BMC Med Inform Decis Mak,2020,9
32856392,Negative pressure wound therapy for patients with mediastinitis: A meta-analysis.,Int Wound J,2020,2
32791660,Prognostic value of CD44v9 expression in human cancers: A systematic review and meta-analysis.,Medicine (Baltimore),2020,3
32727538,Comparison of bone morphogenetic protein and autologous grafting in the treatment of limb long bone ,J Orthop Surg Res,2020,6
32565543,Prognostic models for chronic lymphocytic leukemia (CLL): a systematic review and meta-analysis.,Leukemia,2021,8
32454902,A Meta-Analysis of Robotic Surgery in Endometrial Cancer: Comparison with Laparoscopy and Laparotomy,Dis Markers,2020,24
32300378,"Association between lncRNA GAS5, MEG3, and PCAT-1 Polymorphisms and Cancer Risk: A Meta-Analysis.",Dis Markers,2020,15
31978267,Yttrium-90 microsphere radioembolisation for unresectable hepatocellular carcinoma.,Cochrane Database Syst Rev,2020,4
31959211,Treatment comparison of femoral shaft with femoral neck fracture: a meta-analysis.,J Orthop Surg Res,2020,2
31837112,The effects of intravenous lidocaine on wound pain and gastrointestinal function recovery after lapa,Int Wound J,2020,22
31767616,Estimation of associations between 10 common gene polymorphisms and gastric cancer: evidence from a ,J Clin Pathol,2020,10
31692232,A meta-analysis of treatment effects of imiquimod for basal cell carcinoma.,J Cosmet Dermatol,2020,1
31618252,Clinicopathologic and prognostic significance of tumor-associated macrophages in patients with hepat,PLoS One,2019,34
30767406,Comparison of endovenous laser treatment and high ligation in treatment of limb varicosity: A meta-a,Int Wound J,2019,11
30732146,Comparison of clinical outcomes between intravascular optical coherence tomography-guided and angiog,Medicine (Baltimore),2019,6
30697972,Comparison of clinical outcomes between intravascular ultrasound-guided and angiography-guided drug-,Int Wound J,2019,4
30682070,Prognostic significance of DAPK promoter methylation in lymphoma: A meta-analysis.,PLoS One,2019,3
30653132,Does exposure to asbestos cause prostate cancer? A systematic literature review and meta-analysis.,Medicine (Baltimore),2019,5
30387333,Radiofrequency ablation versus hepatic resection for breast cancer liver metastasis: a systematic re,J Zhejiang Univ Sci B,2018,27
30372690,Efficacy of Non-Invasive Auricular Acupressure for Treating Constipation in Leukemia Patients Underg,Complement Med Res,2018,13
30336660,Dietary Intake of Omega-3 fatty acids and Endocrine-related Gynecological Cancer: A Meta-Analysis of,Cancer Res Treat,2019,3
30312295,The prognostic value of prognostic nutritional index in hepatocellular carcinoma patients: A meta-an,PLoS One,2018,32
30213013,A meta-analysis of surgical decompression in the treatment of diabetic peripheral neuropathy.,Medicine (Baltimore),2018,3
29619778,Daikenchuto for reducing postoperative ileus in patients undergoing elective abdominal surgery.,Cochrane Database Syst Rev,2018,1
29602486,RETRACTED: Comparison of arthroscopic reduction and percutaneous fixation and open reduction and int,Injury,2018,4
29311165,Night Shift Work Increases the Risks of Multiple Primary Cancers in Women: A Systematic Review and M,Cancer Epidemiol Biomarkers Prev,2018,48
28591045,The efficiency and safety of tranexamic acid for reducing blood loss in open myomectomy: A meta-anal,Medicine (Baltimore),2017,18
28230016,Evaluation and identification of factors related to  KRAS  and  BRAF  gene mutations in colorectal c,J Cancer Res Ther,2016,1
27532124,Prognostic Role of Secretory Clusterin in Multiple Human Malignant Neoplasms: A Meta-Analysis of 26 ,PLoS One,2016,7
27266275,Minimally invasive versus open surgery for acute Achilles tendon rupture: a systematic review of ove,J Orthop Surg Res,2016,32
27227922,Hybrid Surgery Versus Anterior Cervical Discectomy and Fusion in Multilevel Cervical Disc Diseases: ,Medicine (Baltimore),2016,19
26786924,Inferring the Effects of Cancer Treatment: Divergent Results From Early Breast Cancer Trialists' Col,J Clin Oncol,2016,18
26614779,GSTM1 Gene Polymorphism is Implicated in Increased Susceptibility to Prostate Cancer in Caucasians a,Technol Cancer Res Treat,2016,N/A
26561201,Tumor growth suppression by inhibiting both autophagy and STAT3 signaling in HNSCC.,Oncotarget,2015,24
26559020,"A systematic review and meta-analysis of feasibility, safety and efficacy of associating liver parti",Biosci Trends,2015,8
26206590,The Efficacy of Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitors for Molecularly Selected,Target Oncol,2016,5
26003452,Does ovarian stimulation for IVF increase gynaecological cancer risk? A systematic review and meta-a,Reprod Biomed Online,2015,13
25961664,Effects of bariatric surgery on incidence of obesity-related cancers: a meta-analysis.,Med Sci Monit,2015,15
25946735,The risk of prostate cancer in pilots: a meta-analysis.,Aerosp Med Hum Perform,2015,5
25945422,"CYP2E1 Rsa Ι/Pst Ι polymorphism and lung cancer susceptibility: a meta-analysis involving 10,947 sub",J Cell Mol Med,2015,7
25889486,Meta-analysis of the associations between TNF-α or IL-6 gene polymorphisms and susceptibility to lun,Eur J Med Res,2015,8
25654082,Correlation of CCNA1 promoter methylation with malignant tumors: a meta-analysis introduction.,Biomed Res Int,2015,6
25630554,Association between cytochrome P450 1A1 (CYP1A1) gene polymorphisms and the risk of renal cell carci,Sci Rep,2015,23
25544963,Correlations of ezrin expression with pathological characteristics and prognosis of osteosarcoma: a ,ScientificWorldJournal,2014,12
25406082,Circulating microRNAs as a novel class of diagnostic biomarkers in gastrointestinal tumors detection,PLoS One,2014,31
25358439,Ranking candidate genes of esophageal squamous cell carcinomas based on differentially expressed gen,Eur J Med Res,2014,2
25286754,Prognostic value of CD133 expression in cancer patients treated with chemoradiotherapy: a meta-analy,Tumour Biol,2015,3
25239442,Clinical effectiveness of neoadjuvant chemotherapy in advanced gastric cancer: an updated meta-analy,Eur J Surg Oncol,2014,17
25211045,Rebamipide plus proton pump inhibitor versus proton pump inhibitor alone in the treatment of endosco,Medicine (Baltimore),2014,3
25184210,Calcium channel blockers and risk of breast cancer: a meta-analysis of 17 observational studies.,PLoS One,2014,14
25148935,The Clinical Implications of Transforming Growth Factor Beta in Pathological Grade and Prognosis of ,Mol Neurobiol,2015,9
25141776,Systematic evaluation of percutaneous radiofrequency ablation versus percutaneous ethanol injection ,Eur J Med Res,2014,6
25108671,The Clinical Utility of Matrix Metalloproteinase 9 in Evaluating Pathological Grade and Prognosis of,Mol Neurobiol,2015,17
25063470,The impact of survivin on prognosis and clinicopathology of glioma patients: a systematic meta-analy,Mol Neurobiol,2015,10
25060179,Relationship of serum MMP-7 levels for colorectal cancer: a meta-analysis.,Tumour Biol,2014,6
25051917,Correlations of IFN-γ genetic polymorphisms with susceptibility to breast cancer: a meta-analysis.,Tumour Biol,2014,10
25028647,Abnormal COX2 protein expression may be correlated with poor prognosis in oral cancer: a meta-analys,Biomed Res Int,2014,7
25023404,Common polymorphism in the MMP-13 gene may contribute to the risk of human cancers: a meta-analysis.,Tumour Biol,2014,8
25023401,Association between APE1 T1349G polymorphism and prostate cancer risk: evidence from a meta-analysis,Tumour Biol,2014,3
24979649,Relationships between p16 gene promoter methylation and clinicopathologic features of colorectal can,DNA Cell Biol,2014,5
24952891,Aberrant promoter methylation of the CHD1 gene may contribute to the pathogenesis of breast cancer: ,Tumour Biol,2014,2
24912547,Efficacy comparison between minimally invasive and conventional surgery for lumbar disc herniation i,Spinal Cord,2014,2
24885566,Open reduction and closed reduction internal fixation in treatment of femoral neck fractures: a meta,BMC Musculoskelet Disord,2014,13
24721182,Mini-plate versus Kirschner wire internal fixation for treatment of metacarpal and phalangeal fractu,J Orthop Surg Res,2014,10
24705863,Relationships between PTEN gene mutations and prognosis in glioma: a meta-analysis.,Tumour Biol,2014,12
24659425,Promoter methylation of DAPK gene may contribute to the pathogenesis of nonsmall cell lung cancer: a,Tumour Biol,2014,N/A
24633362,ALDH2 and ADH1 genetic polymorphisms may contribute to the risk of gastric cancer: a meta-analysis.,PLoS One,2014,26
24621386,Promoter methylation of the RASSF1A gene may contribute to colorectal cancer susceptibility: a meta-,Ann Hum Genet,2014,12
24610350,Role of p16 gene promoter methylation in gastric carcinogenesis: a meta-analysis.,Mol Biol Rep,2014,6
24594688,Correlations of pituitary tumor transforming gene expression with human pituitary adenomas: a meta-a,PLoS One,2014,19
24592997,Diagnostic performance of serum macrophage inhibitory cytokine-1 in pancreatic cancer: a meta-analys,DNA Cell Biol,2014,13
24580774,Meta-analysis of the effect of percutaneous coronary intervention on chronic total coronary occlusio,J Cardiothorac Surg,2014,13
24566684,Aberrant promoter methylation of RASSF1A gene may be correlated with colorectal carcinogenesis: a me,Mol Biol Rep,2014,9
24566681,Role of RASSF1A promoter methylation in the pathogenesis of hepatocellular carcinoma: a meta-analysi,Mol Biol Rep,2014,9
24557543,Relationship between VEGF protein expression and lymph node metastasis in papillary thyroid carcinom,Tumour Biol,2014,1
24555672,Clinical efficacy of posterior versus anterior instrumentation for the treatment of spinal tuberculo,J Orthop Surg Res,2014,13
24464926,The prognosis and clinicopathology of CXCR4 in gastric cancer patients: a meta-analysis.,Tumour Biol,2014,14
24435745,Lack of association of XRCC1 rs1799782 genetic polymorphism with risk of pancreatic cancer: a meta-a,Tumour Biol,2014,4
24321394,Meta-analysis of the efficacy of pancreatoduodenectomy with extended lymphadenectomy in the treatmen,World J Surg Oncol,2013,16
24293373,CYP1A2 rs762551 polymorphism contributes to risk of lung cancer: a meta-analysis.,Tumour Biol,2014,7
24136740,Association between glutathione S-transferase M1 null genotype and risk of gallbladder cancer: a met,Tumour Biol,2014,3
24101190,Prognostic and clinicopathological significance of survivin expression in bladder cancer patients: a,Tumour Biol,2014,19
24048755,Vitamin D receptor gene ApaI polymorphism and breast cancer susceptibility: a meta-analysis.,Tumour Biol,2014,5
24022663,Association between glutathione S-transferase M1 null variant and risk of bladder cancer in Chinese ,Tumour Biol,2014,N/A
23949879,Meta-analysis of the association between GSTT1 null genotype and risk of nasopharyngeal carcinoma in,Tumour Biol,2014,4
23943369,Comprehensive assessment of the association between tumor necrosis factor alpha G238A polymorphism a,Tumour Biol,2014,8
23908550,Detection of circulating tumour cells in gastric and hepatocellular carcinoma: a systematic review.,J Int Med Res,2013,7
23884605,Association between glutathione S-transferase M 1 null genotype and risk of ovarian cancer: a meta-a,Tumour Biol,2013,1
23780894,Association between XRCC1 Arg399Gln polymorphism and hepatitis virus-related hepatocellular carcinom,Tumour Biol,2013,5
23754448,LEP gene variant is associated with prostate cancer but not with colorectal cancer.,Tumour Biol,2013,6
23681795,Associations of three common polymorphisms in CD95 and CD95L promoter regions with gastric cancer ri,Tumour Biol,2013,5
23628800,Role of CYP1A2 1F polymorphism in cancer risk: evidence from a meta-analysis of 46 case-control stud,Gene,2013,26
23585826,Association of CYP2A6*4 with susceptibility of lung cancer: a meta-analysis.,PLoS One,2013,14
23558966,XRCC3 T241M polymorphism is associated risk of hepatocellular carcinoma in the Chinese.,Tumour Biol,2013,6
23558964,CYP2D6 T188C variant is associated with lung cancer risk in the Chinese population.,Tumour Biol,2013,2
23545310,Association between -251A>T polymorphism in the interleukin-8 gene and oral cancer risk: a meta-anal,Gene,2013,27
23463325,MTHFR C677T polymorphism was an ethnicity-dependent risk factor for cervical cancer development: evi,Arch Gynecol Obstet,2013,14
23456766,Association of GSTT1 gene polymorphisms with the risk of prostate cancer: an updating meta-analysis.,Tumour Biol,2013,7
23271362,Polymorphisms of excision repair gene XPD Lys751Gln and hOGG1 Ser326Cys might not be associated with,Tumour Biol,2013,8
23269605,Matrix metalloproteinase 9 expression and prognosis in colorectal cancer: a meta-analysis.,Tumour Biol,2013,23
23257126,[Chinese herbal medicine for side effects of transarterial chemoembolization in liver cancer patient,Zhong Xi Yi Jie He Xue Bao,2012,-1
23090633,The interaction between smoking and GSTM1 variant on lung cancer in the Chinese population.,Tumour Biol,2013,8
22797821,Glutathione S-transferase P1 gene Ile105Val polymorphism might be associated with lung cancer risk i,Tumour Biol,2012,12
22768991,High-dose conformal radiotherapy reduces prostate cancer-specific mortality: results of a meta-analy,Int J Radiat Oncol Biol Phys,2012,21
22677269,Correlation between TGF-β1-509 C>T polymorphism and risk of digestive tract cancer in a meta-analysi,Gene,2012,4
22293947,Joint effect of polymorphism in the N-acetyltransferase 2 gene and smoking on hepatocellular carcino,Tumour Biol,2012,N/A
22155405,Genetic variations of prostate stem cell antigen (PSCA) contribute to the risk of gastric cancer for,Gene,2012,19
20929972,Meta-analysis of systemic lupus erythematosus and the risk of cervical neoplasia.,Rheumatology (Oxford),2011,21
20091557,Treatment for Barrett's oesophagus.,Cochrane Database Syst Rev,2010,23
16528610,Psychological impact of genetic counseling for familial cancer: a systematic review and meta-analysi,Fam Cancer,2006,N/A
15456561,Meta-analysis of new treatment strategies for metastatic colorectal cancer.,J Coll Physicians Surg Pak,2004,N/A
